id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,N-Ped,E-Ped,S-Ped,W-Ped,N-Bike,E-Bike,S-Bike,W-Bike,lat,lon
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,58th and University,Chicago,2012-03-14,08:00-09:00,,,,,,,,,,,,,70,25,70,85,,,,,41.7895796,-87.5980076
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,57th and Woodlawn,Chicago,2012-03-14,08:00-09:00,,,,,,,,,,,,,105,60,110,50,,,,,41.7914124,-87.5964302
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,58th and Woodlawn,Chicago,2012-03-14,08:00-09:00,,,,,,,,,,,,,70,50,60,45,,,,,41.7895987,-87.5964241

https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,57th and University,Chicago,2012-03-14,17:00-18:00,,,,,,,,,,,,,150,50,330,165,,,,,41.7913863,-87.5980515
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,58th and University,Chicago,2012-03-14,17:00-18:00,,,,,,,,,,,,,155,75,130,170,,,,,41.7895796,-87.5980076
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,57th and Woodlawn,Chicago,2012-03-14,17:00-18:00,,,,,,,,,,,,,150,60,250,75,,,,,41.7914124,-87.5964302
https://news.uchicago.edu/sites/default/files/5757SUniversityApril2012.pdf,58th and Woodlawn,Chicago,2012-03-14,17:00-18:00,,,,,,,,,,,,,85,55,125,55,,,,,41.7895987,-87.5964241

http://ward43.org/wp-content/uploads/2015/11/15-188-Proposed-AltSchool-Development-11-13-15-b0-21.pdf,Orchard and Schubert,Chicago,2015,08:00-09:00,,,,,,,,,,,,,27,35,51,30,1,1,1,3,41.9315549,-87.6465171
http://ward43.org/wp-content/uploads/2015/11/15-188-Proposed-AltSchool-Development-11-13-15-b0-21.pdf,Orchard and Schubert,Chicago,2015,17:00-18:00,,,,,,,,,,,,,59,67,49,30,0,3,1,3,41.9315549,-87.6465171

http://www.ward42chicago.com/documents/020615130NFranklinTIS.pdf,Wacker and Randolph,Chicago,2015,08:00-09:00,,,,,,,,,,,,,1552,838,1169,1752,7,3,0,9,41.8844261,-87.6368892
http://www.ward42chicago.com/documents/020615130NFranklinTIS.pdf,Franklin and Randolph,Chicago,2015,08:00-09:00,,,,,,,,,,,,,1610,493,1190,593,6,11,0,0,41.8844517,-87.6353734
http://www.ward42chicago.com/documents/020615130NFranklinTIS.pdf,Wacker and Washington,Chicago,2015,08:00-09:00,,,,,,,,,,,,,1261,759,1846,1170,0,1,43,13,41.8831857,-87.6369317
http://www.ward42chicago.com/documents/020615130NFranklinTIS.pdf,Franklin and Washington,Chicago,2015,08:00-09:00,,,,,,,,,,,,,1290,769,2425,887,0,15,43,0,41.8831942,-87.6353534

http://chicago47.org/wp-content/uploads/2600-W.-Irving-Park-traffic-study-rpt-1-21-14.pdf,Irving Park and Rockwell,Chicago,2014-01-08,16:00-18:00,,,,,,,,,,,,,16,8,12,7,,,,,41.9539823,-87.6932663

# and some others already covered
RICTrafficStudy2013-03-05.pdf,Ontario and McClurg,Chicago,2013,08:00-09:00,,,,,,,,,,,,,140,240,135,90,,,,,41.8934169,-87.6177482
RICTrafficStudy2013-03-05.pdf,Ontario and McClurg,Chicago,2013,17:00-18:00,,,,,,,,,,,,,200,265,155,140,,,,,41.8934169,-87.6177482

# and some others already covered
NMHOCPtrafficandparkingreport.pdf,Michigan and Ontario,Chicago,2013,08:00-09:00,,,,,,,,,,,,,315,280,345,520,,,,,41.893332,-87.624156
NMHOCPtrafficandparkingreport.pdf,Michigan and Ontario,Chicago,2013,17:00-18:00,,,,,,,,,,,,,510,1690,570,1685,,,,,41.893332,-87.624156
NMHOCPtrafficandparkingreport.pdf,Michigan and Ohio,Chicago,2013,08:00-09:00,,,,,,,,,,,,,240,650,180,610,,,,,41.8925109,-87.6241647
NMHOCPtrafficandparkingreport.pdf,Michigan and Ohio,Chicago,2013,17:00-18:00,,,,,,,,,,,,,500,1620,550,1705,,,,,41.8925109,-87.6241647
NMHOCPtrafficandparkingreport.pdf,St Clair and Ohio,Chicago,2013,08:00-09:00,,,,,,,,,,,,,270,280,315,195,,,,,41.8925372,-87.6227064
NMHOCPtrafficandparkingreport.pdf,St Clair and Ohio,Chicago,2013,17:00-18:00,,,,,,,,,,,,,380,315,415,225,,,,,41.8925372,-87.6227064
NMHOCPtrafficandparkingreport.pdf,Superior and Fairbanks,Chicago,2013,08:00-09:00,,,,,,,,,,,,,180,435,345,390,,,,,41.8957791,-87.6203216
NMHOCPtrafficandparkingreport.pdf,Superior and Fairbanks,Chicago,2013,17:00-18:00,,,,,,,,,,,,,425,685,425,390,,,,,41.8957791,-87.6203216
NMHOCPtrafficandparkingreport.pdf,Huron and Fairbanks,Chicago,2013,08:00-09:00,,,,,,,,,,,,,245,370,235,350,,,,,41.8949825,-87.6202988
NMHOCPtrafficandparkingreport.pdf,Huron and Fairbanks,Chicago,2013,17:00-18:00,,,,,,,,,,,,,305,595,285,360,,,,,41.8949825,-87.6202988
NMHOCPtrafficandparkingreport.pdf,Ohio and Fairbanks,Chicago,2013,08:00-09:00,,,,,,,,,,,,,205,285,250,215,,,,,41.8925892,-87.6202337
NMHOCPtrafficandparkingreport.pdf,Ohio and Fairbanks,Chicago,2013,17:00-18:00,,,,,,,,,,,,,340,335,265,320,,,,,41.8925892,-87.6202337
NMHOCPtrafficandparkingreport.pdf,Grand and Fairbanks,Chicago,2013,08:00-09:00,,,,,,,,,,,,,135,285,220,290,,,,,41.8917906,-87.6202062
NMHOCPtrafficandparkingreport.pdf,Grand and Fairbanks,Chicago,2013,17:00-18:00,,,,,,,,,,,,,325,335,415,500,,,,,41.8917906,-87.6202062
NMHOCPtrafficandparkingreport.pdf,Illinois and Fairbanks,Chicago,2013,08:00-09:00,,,,,,,,,,,,,195,275,160,135,,,,,41.8910102,-87.6202164
NMHOCPtrafficandparkingreport.pdf,Illinois and Fairbanks,Chicago,2013,17:00-18:00,,,,,,,,,,,,,370,380,345,310,,,,,41.8910102,-87.6202164

http://chicago47.org/wp-content/uploads/14-033-Traffic-Study-1801-W-Grace-Chicago-Draft-4-8-2014.pdf,Grace and Ravenswood,Chicago,2014-02-06,07:45-08:45,,,,,,,,,,,,,17,14,7,1,,,,,41.9505671,-87.673721
http://chicago47.org/wp-content/uploads/14-033-Traffic-Study-1801-W-Grace-Chicago-Draft-4-8-2014.pdf,Grace and Ravenswood,Chicago,2014-02-06,17:00-18:00,,,,,,,,,,,,,22,25,32,0,,,,,41.9505671,-87.673721
http://chicago47.org/wp-content/uploads/14-033-Traffic-Study-1801-W-Grace-Chicago-Draft-4-8-2014.pdf,Grace and Ravenswood,Chicago,2014-02-22,12:00-13:00,,,,,,,,,,,,,55,17,63,9,,,,,41.9505671,-87.673721

http://ward43.org/wp-content/uploads/2014/12/Inn-at-Lincoln-Park-DRAFT-2015-04-copy-11.pdf,Diversey and Lehman Ct,Chicago,2014,08:00-09:00,,,,,,,,,,,,,145,20,109,17,,,,,41.93282,-87.64361
http://ward43.org/wp-content/uploads/2014/12/Inn-at-Lincoln-Park-DRAFT-2015-04-copy-11.pdf,Diversey and Lehman Ct,Chicago,2014,16:00-17:00,,,,,,,,,,,,,100,0,147,23,,,,,41.93282,-87.64361
